,pron,words
3444,/kənˈgrætʃəˌleɪt/,con·grat·u·late
3445,/kənˈgrætʃələˌtɔri/,congratulatory
3446,/kənˌgrætʃəˈleɪʃənz/,con·grat·u·la·tions
3447,/ˈkaŋgrəˌgeɪt/,con·gre·gate
3448,/ˌkaŋgrəˈgeɪʃən/,con·gre·ga·tion
3449,/ˈkaŋgrɪs/,con·gress
3450,/kəŋˈgrɛʃənəl/,congressional
3451,/ˈkaŋgrɪsmən/,con·gress·man
3452,/-mən/,congressmen
3453,/ˈkaŋgrɪsˌwʊmən/,con·gress·wom·an
3454,/-ˌwɪmɪn/,congresswomen
3455,"/kəŋˈgruənt, ˈkaŋgruənt/",con·gru·ent
3456,/ˈkaŋgruəs/,con·gru·ous
3457,/ˈkanɪkəl/,con·i·cal
3458,/ˈkanəfɚ/,con·i·fer
3459,"/kəˈnɪfərəs, koʊ-/",coniferous
3460,/kənˈdʒɛktʃɚ/,con·jec·ture
3461,/ˈkandʒəgəl/,con·ju·gal
3462,/ˈkandʒəˌgeɪt/,con·ju·gate
3463,/ˌkandʒəˈgeɪʃən/,conjugation
3464,/ˈkandʒəgɪt/,con·ju·gate
3465,/kənˈdʒʌŋkʃən/,con·junc·tion
3466,/ˈkandʒɚ/,con·jure
3467,/ˈkanˌmæn/,con·man
3468,/-ˌmɛn/,conmen
3469,/kəˈnɛkt/,con·nect
3470,/kəˈnɛktɪd/,con·nect·ed
3471,/kəˈnɛkʃən/,con·nec·tion
3472,/kəˈnaɪv/,con·nive
3473,"/ˌkanəˈsɚ, -ˈsʊr/",con·nois·seur
3474,/ˌkanəˈteɪʃən/,con·no·ta·tion
3475,/kəˈnoʊt/,connote
3476,/ˈkaŋkɚ/,con·quer
3477,/ˈkaŋkwɛst/,con·quest
3478,/ˈkanʃəns/,con·science
3479,/ˌkanʃiˈɛnʃəs/,con·sci·en·tious
3480,/ˈkanʃəs/,con·scious
3481,/ˈkanʃəsnɪs/,con·scious·ness
3482,/kənˈskrɪpt/,cons·cript
3483,/kənˈskrɪpʃən/,conscription
3484,/ˈkansəˌkreɪt/,con·se·crate
3485,/ˌkansəˈkreɪʃən/,consecration
3486,/kənˈsɛkyətɪv/,con·sec·u·tive
3487,/kənˈsɛnʃuəl/,con·sen·su·al
3488,/kənˈsɛnsəs/,con·sen·sus
3489,/kənˈsɛnt/,con·sent
3490,"/ˈkansəˌkwɛns, -kwəns/",con·se·quence
3491,"/ˈkansəˌkwɛnt, -kwənt/",con·se·quent
3492,"/ˈkansəˌkwɛntli, -kwənt-/",con·se·quent·ly
3493,/ˌkansɚˈveɪʃən/,con·ser·va·tion
3494,/kənˈsɚvəˌtɪzəm/,con·serv·a·tism
3495,/kənˈsɚvətɪv/,con·serv·a·tive
3496,/kənˈsɚvəˌtɔri/,con·serv·a·to·ry
3497,/kənˈsɚv/,con·serve
3498,/kənˈsɪdɚ/,con·sid·er
3499,/kənˈsɪdərəbəl/,con·sid·er·a·ble
3500,/kənˈsɪdərɪt/,con·sid·er·ate
3501,/kənˌsɪdəˈreɪʃən/,con·sid·er·a·tion
3502,/kənˈsɪdɚd/,con·sid·ered
3503,/kənˈsɪdərɪŋ/,con·sid·er·ing
3504,/kənˈsaɪn/,con·sign
3505,/kənˈsaɪnmənt/,con·sign·ment
3506,/kənˈsɪst/,con·sist
3507,/kənˈsɪstənsi/,con·sist·en·cy
3508,/kənˈsɪstənt/,con·sist·ent
3509,/ˌkansəˈleɪʃən/,con·so·la·tion
3510,/kənˈsoʊl/,con·sole
3511,/ˈkansoʊl/,con·sole
3512,/kənˈsaləˌdeɪt/,con·sol·i·date
3513,/kənˌsaləˈdeɪʃən/,consolidation
3514,/ˈkansənəns/,con·so·nance
3515,/ˈkansənənt/,con·so·nant
3516,/kənˈsɔrt/,con·sort
3517,"/kənˈsɔrʃiəm, -tiəm/",con·sor·ti·um
3518,"/-ʃiə, -tiə/",consortia
3519,/kənˈspɪkyuəs/,con·spic·u·ous
3520,/kənˈspɪrəsi/,con·spir·a·cy
3521,/kənˈspɪrətɚ/,con·spir·a·tor
3522,/kənˌspɪrəˈtɔriəl/,conspiratorial
3523,/kənˈspaɪɚ/,con·spire
3524,/ˈkanstənt/,con·stant
3525,/ˈkanstəntli/,con·stant·ly
3526,/ˌkanstəˈleɪʃən/,con·stel·la·tion
3527,/ˌkanstɚˈneɪʃən/,con·ster·na·tion
3528,/ˌkanstəˈpeɪʃən/,con·sti·pa·tion
3529,/ˈkanstəˌpeɪtɪd/,constipated
3530,/kənˈstɪtʃuənsi/,con·stit·u·en·cy
3531,/kənˈstɪtʃuənt/,con·stit·u·ent
3532,/ˈkanstəˌtut/,con·sti·tute
3533,/ˌkanstəˈtuʃən/,con·sti·tu·tion
3534,/ˌkanstəˈtuʃənəl/,con·sti·tu·tion·al
3535,/kənˈstreɪn/,con·strain
3536,/kənˈstreɪnt/,con·straint
3537,/kənˈstrɪkt/,con·strict
3538,/kənˈstrɪkʃən/,constriction
3539,/kənˈstrʌkt/,con·struct
3540,/kənˈstrʌkʃən/,con·struc·tion
3541,/kənˈstrʌktɪv/,con·struc·tive
3542,/kənˈstru/,con·strue
3543,/ˈkansəl/,con·sul
3544,/ˈkansəlɪt/,con·sul·ate
3545,/kənˈsʌlt/,con·sult
3546,/kənˈsʌltənsi/,con·sul·tan·cy
3547,/kənˈsʌltənt/,con·sult·ant
3548,/ˌkansəlˈteɪʃən/,con·sul·ta·tion
3549,/kənˈsum/,con·sume
3550,/kənˈsumɚ/,con·sum·er
3551,/kənˈsuməˌrɪzəm/,con·sum·er·ism
3552,/ˈkansəmɪt/,con·sum·mate
3553,/ˈkansəˌmeɪt/,con·sum·mate
3554,/ˌkansəˈmeɪʃən/,consummation
3555,/kənˈsʌmpʃən/,con·sump·tion
3556,/ˈkantækt/,con·tact
3557,/kənˈteɪdʒəs/,con·ta·gious
3558,/kənˈteɪn/,con·tain
3559,/kənˈteɪnɚ/,con·tain·er
3560,/kənˈteɪnmənt/,con·tain·ment
3561,/kənˈtæməˌneɪt/,con·tam·i·nate
3562,/kənˌtæməˈneɪʃən/,contamination
3563,/ˈkantəmˌpleɪt/,con·tem·plate
3564,/ˌkantəmˈpleɪʃən/,contemplation
3565,/kənˈtɛmplətɪv/,con·tem·pla·tive
3566,/kənˌtɛmpəˈreɪniəs/,con·tem·po·ra·ne·ous
3567,"/kəntɛmpərəˈniəti, -ˈneɪəti/",contemporaneity
3568,/kənˈtɛmpəˌrɛri/,con·tem·po·rar·y
3569,/kənˈtɛmpt/,con·tempt
3570,/kənˈtɛmptəbəl/,con·tempt·i·ble
3571,/kənˈtɛmptʃuəs/,con·temp·tu·ous
3572,/kənˈtɛnd/,con·tend
3573,/kənˈtɛndɚ/,con·tend·er
3574,/ˈkantɛnt/,con·tent
3575,/kənˈtɛnt/,con·tent
3576,/kənˈtɛntɪd/,con·tent·ed
3577,/kənˈtɛnʃən/,con·ten·tion
3578,/kənˈtɛnʃəs/,con·ten·tious
3579,/ˈkantɛst/,con·test
3580,/kənˈtɛst/,con·test
3581,/kənˈtɛstənt/,con·test·ant
3582,/ˈkantɛkst/,con·text
3583,/kənˈtɪgyuəs/,con·tig·u·ous
3584,"/ˈkantənənt, ˈkantn-ənt/",con·ti·nent
3585,/ˌkantənˈɛntl/,con·ti·nen·tal
3586,/kənˈtɪndʒənsi/,con·tin·gen·cy
3587,/kənˈtɪndʒənt/,con·tin·gent
3588,/kənˈtɪnyuəl/,con·tin·u·al
3589,/kənˌtɪnyuˈeɪʃən/,con·tin·u·a·tion
3590,/kənˈtɪnyu/,con·tin·ue
3591,/ˌkantəˈnuəti/,con·ti·nu·i·ty
3592,/kənˈtɪnyuəs/,con·tin·u·ous
3593,/kənˈtɪnyuəm/,con·tin·u·um
3594,/-nyuə/,continua
3595,/kənˈtɔrt/,con·tort
3596,/kənˈtɔrʃən/,contortion
3597,/ˈkantʊr/,con·tour
3598,/ˈkantrəˌbænd/,con·tra·band
3599,/ˌkantrəˈsɛpʃən/,con·tra·cep·tion
3600,/ˌkantrəˈsɛptɪv/,con·tra·cep·tive
3601,/ˈkantrækt/,con·tract
3602,/kənˈtrækt/,con·tract
3603,/ˈkantrækt/,con·tract
3604,/kənˈtrækʃən/,con·trac·tion
3605,"/ˈkanˌtræktɚ, kənˈtræk-/",con·trac·tor
3606,/kənˈtræktʃuəl/,con·trac·tu·al
3607,/ˌkantrəˈdɪkt/,con·tra·dict
3608,/ˌkantrəˈdɪktəri/,contradictory
3609,/ˌkantrəˈdɪkʃən/,con·tra·dic·tion
3610,/kənˈtræpʃən/,con·trap·tion
3611,/ˈkanˌtrɛri/,con·trar·y
3612,/kənˈtrɛri/,con·trar·y
3613,/ˈkantræst/,con·trast
3614,/kənˈtræst/,con·trast
3615,/ˌkantrəˈvin/,con·tra·vene
3616,/ˌkantrəˈvɛnʃən/,contravention
3617,"/kənˈtrɪbyut, -yət/",con·trib·ute
3618,/kənˈtrɪbyəˌtɔri/,contributory
3619,/ˌkantrəˈbyuʃən/,con·tri·bu·tion
3620,/kənˈtraɪt/,con·trite
3621,/kənˈtrɪʃən/,contrition
3622,/kənˈtraɪv/,con·trive
3623,/kənˈtraɪvd/,con·trived
3624,/kənˈtroʊl/,con·trol
3625,/kənˈtroʊlɚ/,con·trol·ler
3626,/ˌkantrəˈvɚʃəl/,con·tro·ver·sial
3627,/ˈkantrəˌvɚsi/,con·tro·ver·sy
3628,/kənˈtuʒən/,con·tu·sion
3629,/kəˈnʌndrəm/,co·nun·drum
3630,/ˌkanɚˈbeɪʃən/,con·ur·ba·tion
3631,/ˌkanvəˈlɛs/,con·va·lesce
3632,/ˌkanvəˈlɛsənt/,con·va·les·cent
3633,/kənˈvɛkʃən/,con·vec·tion
3634,/kənˈvin/,con·vene
3635,/kənˈvinyəns/,con·ven·ience
3636,/kənˈvinyənt/,con·ven·ient
3637,"/ˈkanvɛnt, -vənt/",con·vent
3638,/kənˈvɛnʃən/,con·ven·tion
3639,/kənˈvɛnʃənəl/,con·ven·tion·al
3640,/kənˈvɚdʒ/,con·verge
3641,/kənˈvɚdʒənt/,convergent
3642,/kənˈvɚsənt/,con·ver·sant
3643,/ˌkanvɚˈseɪʃən/,con·ver·sa·tion
3644,/kənˈvɚs/,con·verse
3645,/ˈkanvɚs/,con·verse
3646,"/kənˈvɚs, ˈkanvɚs/",converse
3647,"/kənˈvɚʒən, -ʃən/",con·ver·sion
3648,/kənˈvɚt/,con·vert
3649,/ˈkanvɚt/,con·vert
3650,/kənˈvɚtəbəl/,con·vert·i·ble
3651,"/ˌkanˈvɛks, kən-/",con·vex
3652,/kənˈveɪ/,con·vey
3653,/kənˈvɪkt/,con·vict
3654,/ˈkanvɪkt/,con·vict
3655,/kənˈvɪkʃən/,con·vic·tion
3656,/kənˈvɪns/,con·vince
3657,/kənˈvɪnst/,con·vinced
3658,/kənˈvɪnsɪŋ/,con·vinc·ing
3659,/kənˈvɪviəl/,con·viv·i·al
3660,/kənˌvɪviˈæləti/,conviviality
3661,/ˈkanvəˌlutɪd/,con·vo·lut·ed
3662,/ˈkanvɔɪ/,con·voy
3663,/kənˈvʌlʃən/,con·vul·sion
3664,/ku/,coo
3665,/kʊk/,cook
3666,/ˈkʊkbʊk/,cook·book
3667,/kʊkt/,cooked
3668,/ˈkʊki/,cook·ie
3669,/ˈkʊkɪŋ/,cook·ing
3670,/kul/,cool
3671,/ˈkulli/,coolly
3672,/ˈkulɚ/,cool·er
3673,/kup/,coop
3674,/koʊˈapəˌreɪt/,co·op·er·ate
3675,/koʊˌapəˈreɪʃən/,co·op·er·a·tion
3676,/koʊˈaprətɪv/,co·op·era·tive
3677,/koʊˈapt/,co-opt
3678,/koʊˈɔrdn-ɪt/,co·or·di·nate
3679,/koʊˈɔrdnˌeɪt/,co·or·di·nate
3680,/koʊˈɔrdnˌeɪtɪd/,co·or·di·nat·ed
3681,/koʊˌɔrdnˈeɪʃən/,co·or·di·na·tion
3682,/koʊˈɔrdnˌeɪtɚ/,co·or·di·na·tor
3683,/ˈkutiz/,coo·ties
3684,/kap/,cop
3685,/koʊˈpeɪmənt/,co·pay·ment
3686,/koʊp/,cope
3687,/ˈkapiɚ/,cop·i·er
3688,/ˈkoʊˌpaɪlət/,co-pi·lot
3689,/ˈkoʊpiəs/,co·pi·ous
3690,/koʊˈpleɪnɚ/,co·pla·nar
3691,/ˈkapɚ/,cop·per
3692,/ˈkaptɚ/,cop·ter
3693,/ˈkapyəˌleɪt/,cop·u·late
3694,/ˌkapyəˈleɪʃən/,copulation
3695,/ˈkapi/,cop·y
3696,/ˈkapiˌkæt/,cop·y·cat
3697,/ˈkapiˌraɪt/,cop·y·right
3698,"/ˈkɔrəl, ˈkarəl/",cor·al
3699,/kɔrd/,cord
3700,/ˈkɔrdʒəl/,cor·dial
3701,/ˌkɔrdʒiˈæləti/,cordiality
3702,/ˈkɔrdlɪs/,cord·less
3703,/ˈkɔrdn/,cor·don
3704,/ˈkɔrdəˌrɔɪ/,cor·du·roy
3705,/kɔr/,core
3706,/kɔrk/,cork
3707,/ˈkɔrkskru/,cork·screw
3708,/kɔrn/,corn
3709,/ˈkɔrniə/,cor·ne·a
3710,/ˌkɔrnd ˈbif/,beef
3711,/ˈkɔrnɚ/,cor·ner
3712,/ˈkɔrnɚˌstoʊn/,cor·ner·stone
3713,/kɔrˈnɛt/,cor·net
3714,/ˈkɔrnfleɪks/,corn·flakes
3715,/ˈkɔrnmil/,corn·meal
3716,/ˈkɔrnstartʃ/,corn·starch
3717,/ˈkɔrni/,corn·y
3718,"/ˈkɔrəˌlɛri, ˈkar-/",cor·ol·lar·y
3719,/kəˈroʊnə/,co·ro·na
3720,/ˈkɔrəˌnɛri/,cor·o·na·ry
3721,/ˌkɔrəˈneɪʃən/,cor·o·na·tion
3722,/ˈkɔrənɚ/,cor·o·ner
3723,/ˈkɔrpərəl/,cor·po·ral
3724,/ˈkɔrpərɪt/,cor·po·rate
3725,/ˌkɔrpəˈreɪʃən/,cor·po·ra·tion
3726,/kɔr/,corps
3727,/kɔrps/,corpse
3728,/ˈkɔrpyələnt/,cor·pu·lent
3729,/ˈkɔrˌpʌsəl/,cor·pus·cle
3730,/kəˈræl/,cor·ral
3731,/kəˈrɛkt/,cor·rect
3732,/kəˈrɛkʃən/,cor·rec·tion
3733,/kəˈrɛktɪv/,cor·rec·tive
3734,"/ˌkɔrəˈleɪʃən, ˌkar-/",cor·re·la·tion
3735,"/ˈkɔrəˌleɪt, ˈkar-/",correlate
3736,"/ˌkɔrəˈspand, ˌkar-/",cor·re·spond
3737,"/ˌkɔrəˈspandəns, ˌkar-/",cor·re·spond·ence
3738,"/ˌkɔrəˈspandənt, ˌkar-/",cor·re·spond·ent
3739,"/ˌkɔrəˈspandɪŋ, ˌkar-/",cor·re·spond·ing
3740,/kəˈrabəˌreɪt/,cor·rob·o·rate
3741,/kəˌrabəˈreɪʃən/,corroboration
3742,/kəˈrabərətɪv/,corroborative
3743,/kəˈroʊd/,cor·rode
3744,/kəˈroʊʒən/,cor·ro·sion
3745,/kəˈroʊsɪv/,cor·ro·sive
3746,"/ˈkɔrəˌgeɪtɪd, ˈkar-/",cor·ru·gat·ed
3747,/kəˈrʌpt/,cor·rupt
3748,/kəˈrʌpʃən/,cor·rup·tion
3749,/kɔrˈsaʒ/,cor·sage
3750,/ˈkɔrsɪt/,cor·set
3751,/kɔrˈtɛʒ/,cor·tege
3752,/ˈkɔrtɛks/,cor·tex
3753,/ˈkoʊsaɪn/,co·sine
3754,/kazˈmɛtɪk/,cos·met·ic
3755,/kazˈmɛtɪks/,cos·met·ics
3756,/ˈkazmɪk/,cos·mic
3757,/ˈkazməˌnɔt/,cos·mo·naut
3758,"/ˌkazməˈpalətən, -lətn/",cos·mo·pol·i·tan
3759,"/ˈkazmoʊs, -məs/",cos·mos
3760,/kɔst/,cost
3761,/ˈkoʊ star/,co-star
3762,/ˈkɔstli/,cost·ly
3763,/ˈkastum/,cos·tume
3764,/kat/,cot
3765,/ˈkatɪdʒ/,cot·tage
3766,/ˈkatn/,cot·ton
3767,/ˈkatnˌwʊd/,cot·ton·wood
3768,"/ˌkatəˈlidn, ˌkatlˈidn/",cot·y·le·don
3769,/kaʊtʃ/,couch
3770,/ˈkugɚ/,cou·gar
3771,/kɔf/,cough
3772,/ˈkulam/,cou·lomb
3773,/ˈkaʊnsəl/,coun·cil
3774,/ˈkaʊnsəlmən/,coun·cil·man
3775,/-mən/,councilmen
3776,/ˈkaʊnsəlɚ/,coun·cil·or
3777,/ˈkaʊnsəlˌwʊmən/,coun·cil·wom·an
3778,/-ˌwɪmɪn/,councilwomen
3779,/ˈkaʊnsəl/,coun·sel
3780,/ˈkaʊnsəlɚ/,coun·sel·or
3781,/kaʊnt/,count
3782,/ˈkaʊntəbəl/,count·a·ble
3783,/ˈkaʊntdaʊn/,count·down
3784,/ˈkaʊntənəns/,coun·te·nance
3785,/ˈkaʊntɚ/,coun·ter
3786,/ˌkaʊntɚˈækt/,coun·ter·act
3787,/ˌkaʊntɚˌargyəmənt/,coun·ter·ar·gu·ment
3788,/ˈkaʊntɚəˌtæk/,coun·ter·at·tack
3789,/ˈkaʊntɚˌbæləns/,coun·ter·bal·ance
3790,/ˌkaʊntɚˈklak-waɪz/,coun·ter·clock·wise
3791,/ˈkaʊntɚˌkʌltʃɚ/,coun·ter·cul·ture
3792,/ˈkaʊntɚɪgˌzæmpəl/,coun·ter·ex·ample
3793,/ˈkaʊntɚfɪt/,coun·ter·feit
3794,/ˈkaʊntɚˌpart/,coun·ter·part
3795,/ˌkaʊntɚprəˈdʌktɪv/,coun·ter·pro·duc·tive
3796,/ˈkaʊntɚˌsaɪn/,coun·ter·sign
3797,/ˈkaʊntlɪs/,count·less
3798,/ˈkʌntri/,coun·try
3799,/ˈkʌntrimən/,coun·try·man
3800,/-mən/,countrymen
3801,/ˈkʌntriˌsaɪd/,coun·try·side
3802,/ˈkaʊnti/,coun·ty
3803,/ku/,coup
3804,/ˌku deɪˈta/,tat
3805,/ˈkʌpəl/,cou·ple
3806,/ˈkʌplɪt/,cou·plet
3807,"/ˈkupan, ˈkyu-/",cou·pon
3808,"/ˈkɚɪdʒ, ˈkʌr-/",cour·age
3809,/kəˈreɪdʒəs/,courageous
3810,"/ˈkʊriɚ, ˈkɚ-/",cou·ri·er
3811,/kɔrs/,course
3812,/kɔrt/,court
3813,/ˈkɚtiəs/,cour·te·ous
3814,/ˈkɚtəsi/,cour·te·sy
3815,/ˈkɔrthaʊs/,court·house
3816,/ˈkɔrtrum/,court·room
3817,/ˈkɔrtʃɪp/,court·ship
3818,/ˈkɔrtyard/,court·yard
3819,/ˈkʌzən/,cous·in
3820,/koʊˈveɪlənt/,co·va·lent
3821,/koʊv/,cove
3822,/ˈkʌvənənt/,cov·e·nant
3823,/ˈkʌvɚ/,cov·er
3824,"/ˈkʌvrɪdʒ, -vərɪdʒ/",cov·er·age
3825,/ˈkʌvɚˌɔlz/,cov·er·alls
3826,"/ˈkʌvrɪŋ, -vərɪŋ/",cov·er·ing
3827,"/ˈkoʊvɚt, ˈkʌ-,koʊˈvɚt/",co·vert
3828,/ˈkʌvɪt/,cov·et
3829,/kaʊ/,cow
3830,/ˈkaʊɚd/,cow·ard
3831,/ˈkaʊɚdɪs/,cow·ard·ice
3832,/ˈkaʊbɔɪ/,cow·boy
3833,/ˈkaʊɚ/,cow·er
3834,/ˈkaʊgɚl/,cow·girl
3835,/ˈkoʊˌwɚkɚ/,co-work·er
3836,/kɔɪ/,coy
3837,"/kaɪˈoʊti, ˈkaɪ-oʊt/",coy·o·te
3838,/ˈkoʊzi/,co·zy
3839,/kræb/,crab
3840,/ˈkræbi/,crab·by
3841,/kræk/,crack
3842,/ˈkrækdaʊn/,crack·down
3843,/krækt/,cracked
3844,/ˈkrækɚ/,crack·er
3845,/ˈkrækəl/,crack·le
3846,/ˈkrækpat/,crack·pot
3847,/ˈkreɪdl/,cra·dle
3848,/kræft/,craft
3849,/ˈkræftsmən/,crafts·man
3850,/-mən/,craftsmen
3851,/ˈkræfti/,craft·y
3852,/ˈkrægi/,crag·gy
3853,/kræm/,cram
3854,/kræmp/,cramp
3855,/kræmpt/,cramped
3856,/ˈkrænˌbɛri/,cran·ber·ry
3857,/kreɪn/,crane
3858,/ˈkreɪniəm/,cra·ni·um
3859,/kræŋk/,crank
3860,/ˈkræŋki/,crank·y
3861,/kræps/,craps
3862,/kræʃ/,crash
3863,/kræs/,crass
3864,/kreɪt/,crate
3865,/ˈkreɪtɚ/,cra·ter
3866,/kreɪv/,crave
3867,/ˈkreɪvɪŋ/,crav·ing
3868,/ˈkrɔˌfɪʃ/,craw·fish
3869,/krɔl/,crawl
3870,/ˈkreɪˌfɪʃ/,cray·fish
3871,"/ˈkreɪan, -ən/",cray·on
3872,/kreɪz/,craze
3873,/kreɪzd/,crazed
3874,/ˈkreɪzi/,cra·zy
3875,/krik/,creak
3876,/krim/,cream
3877,/ˈkrimɚ/,cream·er
3878,/kris/,crease
3879,/kriˈeɪt/,cre·ate
3880,/kriˈeɪʃən/,cre·a·tion
3881,/kriˈeɪtɪv/,cre·a·tive
3882,/kriˈeɪtɚ/,cre·a·tor
3883,/ˈkritʃɚ/,crea·ture
3884,/ˈkridns/,cre·dence
3885,/krəˈdɛnʃəlz/,cre·den·tials
3886,/ˌkrɛdəˈbɪləti/,cred·i·bil·i·ty
3887,/ˈkrɛdəbəl/,cred·i·ble
3888,/ˈkrɛdɪt/,cred·it
3889,/ˈkrɛdɪtəbəl/,cred·it·a·ble
3890,/ˈkrɛdətɚ/,cred·i·tor
3891,/ˈkridoʊ/,cre·do
3892,/krɪˈduləti/,cre·du·li·ty
3893,/krid/,creed
3894,"/krik, krɪk/",creek
3895,/krip/,creep
3896,/krɛpt/,crept
3897,/ˈkripi/,creep·y
3898,"/ˈkrimeɪt, krɪˈmeɪt/",cre·mate
3899,/krɪˈmeɪʃən/,cremation
3900,/ˌkriməˈtɔriəm/,cre·ma·to·ri·um
3901,/-riə/,crematoria
3902,/ˈkrioʊl/,cre·ole
3903,/kreɪp/,pe
3904,/krɛpt/,crept
3905,/krəˈʃɛndoʊ/,cre·scen·do
3906,/ˈkrɛsənt/,cres·cent
3907,/krɛst/,crest
3908,/ˈkrɛstˌfɔlən/,crest·fall·en
3909,/krəˈvæs/,cre·vasse
3910,/ˈkrɛvɪs/,crev·ice
3911,/kru/,crew
3912,/krɪb/,crib
3913,/krɪk/,crick
3914,/ˈkrɪkɪt/,crick·et
3915,/kraɪm/,crime
3916,/ˈkrɪmənəl/,crim·i·nal
3917,/krɪmp/,crimp
3918,/ˈkrɪmzən/,crim·son
3919,/krɪndʒ/,cringe
3920,/ˈkrɪŋkəl/,crin·kle
3921,/ˈkrɪpəl/,crip·ple
3922,/ˈkraɪsɪs/,cri·sis
3923,/ˈkraɪsiz/,crises
3924,/krɪsp/,crisp
3925,/ˈkrɪspi/,crisp·y
3926,/ˈkrɪskrɔs/,criss·cross
3927,/kraɪˈtɪriən/,cri·te·ri·on
3928,/-riə/,criteria
3929,/ˈkrɪtɪk/,crit·ic
3930,/ˈkrɪtɪkəl/,crit·i·cal
3931,/ˈkrɪtəˌsɪzəm/,crit·i·cism
3932,/ˈkrɪtəˌsaɪz/,crit·i·cize
3933,/krɪˈtik/,cri·tique
3934,/ˈkrɪtɚ/,crit·ter
3935,/kroʊk/,croak
3936,/kroʊˈʃeɪ/,cro·chet
3937,/ˈkrakəˌdaɪl/,croc·o·dile
3938,/ˈkroʊkəs/,cro·cus
3939,/krwaˈsant/,crois·sant
3940,/ˈkroʊni/,cro·ny
3941,/krʊk/,crook
3942,/ˈkrʊkɪd/,crook·ed
3943,/krun/,croon
3944,/krap/,crop
3945,/kroʊˈkeɪ/,cro·quet
3946,/krɔs/,cross
3947,/ˈkrɔsboʊ/,cross·bow
3948,"/ˌkrɔsˈtʃɛk, ˈkrɔstʃɛk/",cross·check
3949,/ˈkrɔsfaɪɚ/,cross·fire
3950,/ˈkrɔsɪŋ/,cross·ing
3951,/ˈkrɔsˌoʊvɚ/,cross·o·ver
3952,/ˈkrɔsroʊdz/,cross·roads
3953,/ˈkrɔswɔk/,cross·walk
3954,/ˈkrɔswɚd ˌpʌzəl/,cross·wordpuz·zle
3955,/kratʃ/,crotch
3956,/ˈkratʃəti/,crotch·et·y
3957,/kraʊtʃ/,crouch
3958,/kroʊ/,crow
3959,/ˈkroʊbar/,crow·bar
3960,/kraʊd/,crowd
3961,/ˈkraʊdɪd/,crowd·ed
3962,/kraʊn/,crown
3963,/ˈkraʊnɪŋ/,crown·ing
3964,/ˈkruʃəl/,cru·cial
3965,/ˈkrusəbəl/,cru·ci·ble
3966,/ˈkrusəˌfɪks/,cru·ci·fix
3967,/ˌkrusəˈfɪkʃən/,cru·ci·fix·ion
3968,/ˈkrusəˌfaɪ/,cru·ci·fy
3969,/krʌd/,crud
3970,/krud/,crude
3971,/ˈkruəl/,cru·el
3972,/ˈkruəlti/,cru·el·ty
3973,/kruz/,cruise
3974,/ˈkruzɚ/,cruis·er
3975,/krʌm/,crumb
3976,/ˈkrʌmbəl/,crum·ble
3977,/ˈkrʌmi/,crum·my
3978,/ˈkrʌmpəl/,crum·ple
3979,/krʌntʃ/,crunch
3980,/kruˈseɪd/,cru·sade
3981,/krʌʃ/,crush
3982,/ˈkrʌʃɪŋ/,crush·ing
3983,/krʌst/,crust
3984,/krʌˈsteɪʃən/,crus·ta·cean
3985,/ˈkrʌsti/,crust·y
3986,/krʌtʃ/,crutch
3987,/krʌks/,crux
3988,/kraɪ/,cry
3989,/ˈkraɪˌbeɪbi/,cry·ba·by
3990,/ˈkraɪ-ɪŋ/,cry·ing
3991,/krɪpt/,crypt
3992,/ˈkrɪptɪk/,cryp·tic
3993,/ˈkrɪstəl/,crys·tal
3994,/ˈkrɪstəˌlaɪz/,crys·tal·lize
3995,/ˈsi ˌsɛkʃən/,c-sec·tion
3996,/kʌb/,cub
3997,/ˈkʌbi ˌhoʊl/,cub·byhole
3998,/kyub/,cube
3999,/ˈkyubɪk/,cu·bic
4000,/ˈkyubɪkəl/,cu·bi·cle
4001,/ˈkuku/,cuck·oo
4002,/ˈkyuˌkʌmbɚ/,cu·cum·ber
4003,/ˈkʌdl/,cud·dle
4004,/ˈkʌdli/,cud·dly
4005,/kyu/,cue
4006,/kʌf/,cuff
4007,/kwɪˈzin/,cui·sine
4008,"/ˈkʌləˌnɛri, ˈkyu-/",cul·i·nar·y
4009,/kʌl/,cull
4010,/ˈkʌlməˌneɪt/,cul·mi·nate
4011,/ˌkʌlməˈneɪʃən/,cul·mi·na·tion
4012,/ˈkʌlpəbəl/,cul·pa·ble
4013,/ˌkʌlpəˈbɪləti/,culpability
4014,/ˈkʌlprɪt/,cul·prit
4015,/kʌlt/,cult
4016,/ˈkʌltəˌveɪt/,cul·ti·vate
4017,/ˌkʌltəˈveɪʃən/,cultivation
4018,/ˈkʌltəˌveɪtɪd/,cul·ti·vat·ed
4019,/ˈkʌltʃərəl/,cul·tur·al
4020,/ˈkʌltʃɚ/,cul·ture
4021,/ˈkʌltʃɚd/,cul·tured
4022,/ˈkʌmbɚsəm/,cum·ber·some
4023,"/ˈkyumyələtɪv, -ˌleɪ-/",cu·mu·la·tive
4024,/ˌkyumyəlouˈnɪmbəs/,cu·mu·lo·nim·bus
4025,/-baɪ/,cumulonimbi
4026,/ˈkyumyələs/,cu·mu·lus
4027,/-laɪ/,cumuli
4028,/ˈkʌnɪŋ/,cun·ning
4029,/kʌp/,cup
4030,/ˈkʌbɚd/,cup·board
4031,/ˈkʌpkeɪk/,cup·cake
4032,/kyuˈpɪdəti/,cu·pid·i·ty
